Время (с),Координата X (м),Координата Y (м),Координата Z (м)
427200.0,14579361.478282763,-9433364.106309291,20104133.98208081
427260.0,14578428.192651726,-9279856.453701146,20176157.906654604
427320.0,14578003.991723023,-9125810.335524352,20246637.53778319
427380.0,14578093.558810486,-8971239.070009883,20315567.48816902
427440.0,14578701.430819182,-8816156.045710701,20382942.489070363
427500.0,14579831.997378232,-8660574.719450468,20448757.390700784
427560.0,14581489.50000024,-8504508.614260573,20513007.16261975
427620.0,14583678.031267747,-8347971.31730546,20575686.894113973
427680.0,14586401.534045935,-8190976.477798564,20636791.794569723
427740.0,14589663.800722253,-8033537.804907309,20696317.19383603
427800.0,14593468.472473528,-7875669.065647803,20754258.54257871
427860.0,14597819.038559671,-7717384.082770839,20810611.412625156
427920.0,14602718.835644914,-7558696.732638213,20865371.49729991
427980.0,14608171.047146209,-7399620.943090446,20918534.611751087
428040.0,14614178.702609565,-7240170.691305623,20970096.693267416
428100.0,14620744.677113488,-7080360.001650548,21020053.8015861
428160.0,14627871.690700399,-6920202.943523889,21068402.119191285
428220.0,14635562.307835642,-6759713.629192385,21115137.951603264
428280.0,14643818.936894732,-6598906.211619375,21160257.727658253
428340.0,14652643.829678288,-6437794.882286965,21203757.999778915
428400.0,14662039.080954947,-6276393.869012534,21245635.444235343
428460.0,14672006.628032897,-6114717.433758009,21285886.861396812
428520.0,14682548.250359138,-5952779.870434808,21324509.175973922
428580.0,14693665.569147123,-5790595.502703403,21361499.437251426
428640.0,14705360.047033114,-5628178.681767211,21396854.819311563
428700.0,14717632.987760477,-5465543.784163243,21430572.621247888
428760.0,14730485.535892693,-5302705.209548109,21462650.26736963
428820.0,14743918.676554939,-5139677.378480131,21493085.307396576
428880.0,14757933.235203894,-4976474.730199074,21521875.416644346
428940.0,14772529.877426704,-4813111.72040168,21549018.396200266
429000.0,14787709.1087681,-4649602.819015525,21574512.17308955
429060.0,14803471.274586245,-4485962.507971123,21598354.800432034
429120.0,14819816.559937648,-4322205.278970598,21620544.457589302
429180.0,14836744.989490364,-4158345.6312566837,21641079.45030223
429240.0,14854256.427466026,-3994398.069380049,21659958.21081894
429300.0,14872350.577610852,-3830377.1009653127,21677179.29801315
429360.0,14891026.983195111,-3666297.234478006,21692741.397492964
429420.0,14910285.027041486,-3502172.9769904525,21706643.321699977
429480.0,14930123.93158213,-3338018.831949139,21718884.00999881
429540.0,14950542.758944385,-3173849.296942495,21729462.528756987
429600.0,14971540.411065483,-3009678.861469349,21738378.07141521
429660.0,14993115.629835652,-2845522.0047099586,21745629.958547983
429720.0,15015266.997269938,-2681393.193298867,21751217.63791456
429780.0,15037992.935708934,-2517306.8790991474,21755140.68450031
429840.0,15061291.70804779,-2353277.4969805577,21757398.80054838
429900.0,15085161.417993955,-2189319.4626006004,21757991.815581705
429960.0,15109600.010353515,-2025447.170188336,21756919.686415464
430020.0,15134605.271345899,-1861674.990332584,21754182.49715971
430080.0,15160174.828947032,-1698017.267774715,21749780.45921251
430140.0,15186306.15326087,-1534488.319205666,21743713.911243334
430200.0,15212996.556919303,-1371102.431067548,21735983.319166835
430260.0,15240243.195510209,-1207873.8573614154,21726589.276106957
430320.0,15268043.068033753,-1044816.8174599891,21715532.502351426
430380.0,15296393.017386649,-881945.4939275295,21702813.845296532
430440.0,15325289.730874607,-719274.0303448718,21688434.279382396
430500.0,15354729.74075257,-556816.5291420361,21672394.906018443
430560.0,15384709.424792824,-394587.04943838855,21654696.953499377
430620.0,15415225.006880825,-232599.60488932813,21635341.776911467
430680.0,15446272.557638632,-70868.16154179908,21614330.858029205
430740.0,15477847.995075935,90593.36430188036,21591665.80520245
430800.0,15509947.085268456,251771.1082126191,21567348.353233833
430860.0,15542565.443063598,412651.2597527588,21541380.363246683
430920.0,15575698.532813305,573220.0645857444,21513763.82254329
430980.0,15609341.669134052,733463.8265759819,21484500.844453692
431040.0,15643490.017693602,893368.909877921,21453593.66817478
431100.0,15678138.596024653,1052921.7410159772,21421044.65859997
431160.0,15713282.274365125,1212108.8109528013,21386856.306139223
431220.0,15748915.77652493,1370916.6771458755,21351031.226529684
431280.0,15785033.68077904,1529331.9655941548,21313572.16063665
431340.0,15821630.420786863,1687341.3728716956,21274481.974245176
431400.0,15858700.286537658,1844931.6681490964,21233763.657842126
431460.0,15896237.425321676,2002089.6952033504,21191420.32638878
431520.0,15934235.842727246,2158802.3744140198,21147455.219083965
431580.0,15972689.4036632,2315056.7047462394,21101871.69911783
431640.0,16011591.833406813,2470839.7657207483,21054673.25341614
431700.0,16050936.718676906,2626138.7193691744,21005863.49237516
431760.0,16090717.508731898,2780940.8121765736,20955446.14958721
431820.0,16130927.51649266,2935233.3770077005,20903425.081556894
431880.0,16171559.919690207,3089003.835019364,20849804.267407898
431940.0,16212607.762037488,3242239.6975580277,20794587.808580544
